num_threads,trial,time_shared,num_nodes_shared,time_local,num_nodes_local,time_blended,num_nodes_blended,pos_idx
9,3,1.32691e+06,685104,1.21706e+06,685104,1.17503e+06,685104,1
10,1,1.8138e+06,761785,1.56566e+06,761785,1.55676e+06,761785,1
10,2,1.71912e+06,761785,1.54019e+06,761785,1.51368e+06,761785,1
10,3,1.89146e+06,761785,1.55552e+06,761785,1.48126e+06,761785,1
11,1,1.95197e+06,846150,1.60999e+06,846150,1.49488e+06,846150,1
11,2,1.97368e+06,846150,1.54631e+06,846150,1.5015e+06,846150,1
11,3,1.85804e+06,846150,1.58687e+06,846150,1.57171e+06,846150,1
12,1,1.86437e+06,856338,1.61054e+06,856338,1.55819e+06,856338,1
12,2,1.87323e+06,856338,1.61597e+06,856338,1.59278e+06,856338,1
12,3,1.78903e+06,856338,1.60972e+06,856338,1.56119e+06,856338,1
13,1,1.88231e+06,1006230,1.62311e+06,1006230,1.58334e+06,1006230,1
13,2,1.94195e+06,1006230,1.63291e+06,1006230,1.56588e+06,1006230,1
13,3,1.88405e+06,1006230,1.62751e+06,1006230,1.55976e+06,1006230,1
14,1,2.11464e+06,1207843,1.71944e+06,1207843,1.68982e+06,1207798,1
14,2,2.08274e+06,1207843,1.71692e+06,1207843,1.65776e+06,1207798,1
14,3,2.29738e+06,1207798,1.76091e+06,1207843,1.68551e+06,1207798,1
15,1,2.09185e+06,1248857,1.52039e+06,1248857,1.36556e+06,1248812,1
15,2,1.88859e+06,1248857,1.40164e+06,1248857,1.34681e+06,1248812,1
15,3,2.11635e+06,1248857,1.5254e+06,1248857,1.35083e+06,1248812,1
16,1,2.13922e+06,1307335,1.5054e+06,1307335,1.3958e+06,1307335,1
16,2,2.28179e+06,1307380,1.48553e+06,1307335,1.38418e+06,1307335,1
16,3,1.73575e+06,1307380,1.47085e+06,1307380,1.41024e+06,1307335,1
17,1,2.19206e+06,1366233,1.61232e+06,1366233,1.41172e+06,1366233,1
17,2,2.17378e+06,1361219,1.78109e+06,1366278,1.43784e+06,1366233,1
17,3,2.37327e+06,1366278,1.69363e+06,1366233,1.60012e+06,1361219,1
18,1,2.65318e+06,1443798,1.76736e+06,1442863,1.63901e+06,1440585,1
18,2,2.49436e+06,1435526,1.72373e+06,1440540,1.62575e+06,1440540,1
18,3,2.35704e+06,1440585,1.68964e+06,1442863,1.60395e+06,1442863,1
19,1,2.44572e+06,1514175,1.6863e+06,1514175,1.49621e+06,1514130,1
19,2,2.34611e+06,1514175,1.74994e+06,1514130,1.67551e+06,1514175,1
19,3,2.58808e+06,1514175,1.79721e+06,1514175,1.73934e+06,1514130,1
20,1,2.59291e+06,1590260,1.79113e+06,1590260,1.66649e+06,1592538,1
20,2,2.69602e+06,1590215,1.70737e+06,1590215,1.72406e+06,1590260,1
20,3,2.75165e+06,1590260,1.73922e+06,1590215,1.65754e+06,1590260,1
21,1,2.57191e+06,1606716,1.77308e+06,1606716,1.70441e+06,1606716,1
21,2,2.50621e+06,1606716,1.71515e+06,1606716,1.66844e+06,1606716,1
21,3,2.41702e+06,1606716,1.80816e+06,1606716,1.64625e+06,1609039,1
22,1,2.66815e+06,1707734,2.01792e+06,1707734,1.86134e+06,1707734,1
22,2,2.5524e+06,1707734,1.7498e+06,1707734,1.80759e+06,1707734,1
22,3,2.56656e+06,1707734,1.83906e+06,1707734,1.7124e+06,1710057,1
23,1,2.69887e+06,1754808,1.78405e+06,1751550,1.67639e+06,1751550,1
23,2,2.61756e+06,1751550,1.85873e+06,1751550,1.70883e+06,1751550,1
23,3,2.721e+06,1754808,1.90463e+06,1753873,1.83431e+06,1751550,1
24,1,2.7797e+06,1815388,1.92317e+06,1812130,1.8642e+06,1812130,1
24,2,2.83393e+06,1812130,1.96672e+06,1812130,1.93462e+06,1812130,1
24,3,2.76419e+06,1812130,1.88131e+06,1812130,1.72856e+06,1812130,1
25,1,2.89663e+06,1977348,1.98294e+06,1977348,1.93299e+06,1977348,1
25,2,2.68836e+06,1977348,1.98738e+06,1977348,1.91478e+06,1977348,1
25,3,2.83131e+06,1980606,1.94436e+06,1977393,2.05568e+06,1977348,1
26,1,2.94362e+06,1977393,1.88561e+06,1823620,2.01301e+06,1977393,1
26,2,2.73185e+06,1977393,1.92447e+06,1977393,1.95141e+06,1977393,1
26,3,2.65479e+06,1977393,2.00458e+06,1977393,1.98634e+06,1977393,1
27,1,2.79555e+06,2100626,1.91588e+06,2100626,2.13173e+06,2100626,1
27,2,3.03356e+06,2100626,2.01922e+06,2100626,2.14958e+06,2100626,1
27,3,2.9513e+06,2100626,2.03686e+06,2100626,1.95198e+06,2100626,1
28,1,3.19258e+06,2211537,2.01246e+06,2211537,1.99389e+06,2091840,1
28,2,3.10087e+06,2211537,2.01794e+06,2211537,2.02557e+06,2211537,1
28,3,3.20007e+06,2211537,2.10676e+06,2211537,2.05277e+06,2211537,1
29,1,3.61727e+06,2390496,2.45472e+06,2390496,2.32622e+06,2390496,1
29,2,3.52297e+06,2390496,2.36072e+06,2390496,2.18111e+06,2390496,1
29,3,3.42499e+06,2390496,2.30671e+06,2390496,2.29912e+06,2270799,1
30,1,3.65493e+06,2558972,2.48334e+06,2558972,2.38661e+06,2558972,1
30,2,3.5097e+06,2558972,2.43845e+06,2558972,2.3907e+06,2558972,1
30,3,3.51933e+06,2558972,2.44804e+06,2558972,2.45586e+06,2558972,1
31,1,3.5851e+06,2558972,2.41653e+06,2558972,2.33818e+06,2558972,1
31,2,3.6699e+06,2558972,2.49291e+06,2558972,2.31704e+06,2558972,1
31,3,3.6701e+06,2558972,2.36363e+06,2558972,2.40595e+06,2558972,1
32,1,3.57427e+06,2558972,2.35876e+06,2477151,2.44162e+06,2558972,1
32,2,3.79446e+06,2558972,2.3784e+06,2558972,2.26989e+06,2558972,1
32,3,3.59692e+06,2558972,2.4514e+06,2558972,2.43013e+06,2558972,1
